Stage,BeakerID,MatePair,Treatment,PhotoID,SampleID,abnormality_type
Pluteus,B_B11,3,500ppb,B_plut_b11-0005,3,skeletal_abnormality
Pluteus,B_B11,3,500ppb,B_plut_b11-0006,4,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0008,5,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0009,6,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0010,7,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0011,8,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0012,9,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0013,10,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0014,11,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0016,12,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0016,13,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0017,14,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0018,15,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0019,16,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0020,17,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0021,18,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0021,19,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0022,20,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0023,21,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0024,22,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0026,23,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0027,24,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0028,25,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0029,26,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0030,27,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0030,28,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0031,29,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0032,30,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0033,31,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0034,32,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0035,33,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0035,34,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0036,35,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0037,36,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0039,37,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0040,38,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0041,39,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0042,40,degraded
Pluteus,B_B11,3,500ppb,B_plut_b11-0043,41,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0044,42,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0045,43,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0047,44,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0048,45,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0050,46,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0051,47,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0052,48,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0053,49,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0054,50,degraded
Pluteus,B_B11,3,500ppb,B_plut_b11-0055,51,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0056,52,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0056,53,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0059,54,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0060,55,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0061,56,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0062,57,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0063,58,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0066,59,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0067,60,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0068,61,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0068,62,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0069,63,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0070,64,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0071,65,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0072,66,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0073,67,bell_shape
Pluteus,B_B11,3,500ppb,B_plut_b11-0074,68,larval_arrest
Pluteus,B_B11,3,500ppb,B_plut_b11-0076,69,small_plut
Pluteus,B_B11,3,500ppb,B_plut_b11-0077,70,degraded
Pluteus,B_B11,3,500ppb,B_plut_b11-0078,71,bell_shape
Pluteus,B_B12,3,1000ppb,B_plut_b12-0002,1,small_plut
Pluteus,B_B12,3,1000ppb,B_plut_b12-0011,10,degraded
Pluteus,B_B12,3,1000ppb,B_plut_b12-0015,14,small_plut
Pluteus,B_B12,3,1000ppb,B_plut_b12-0033,31,bell_shape
Pluteus,B_B12,3,1000ppb,B_plut_b12-0039,38,small_plut
Pluteus,B_B12,3,1000ppb,B_plut_b12-0058,57,small_plut
Pluteus,B_B12,3,1000ppb,B_plut_b12-0064,63,small_plut
Pluteus,B_B12,3,1000ppb,B_plut_b12-0066,65,skeletal_abnormality
Pluteus,B_B12,3,1000ppb,B_plut_b12-0073,72,small_plut
Pluteus,B_B13,4,Control,B_plut_b13-0004,3,abnormal_arms
Pluteus,B_B13,4,Control,B_plut_b13-0032,30,abnormal_arms
Pluteus,B_B13,4,Control,B_plut_b13-0034,32,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0002,1,larval_arrest
Pluteus,B_B14,4,100ppb,B_plut_b14-0004,2,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0005,3,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0006,4,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0007,5,bell_shape
Pluteus,B_B14,4,100ppb,B_plut_b14-0008,6,bell_shape
Pluteus,B_B14,4,100ppb,B_plut_b14-0009,7,bell_shape
Pluteus,B_B14,4,100ppb,B_plut_b14-0010,8,bell_shape
Pluteus,B_B14,4,100ppb,B_plut_b14-0011,9,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0013,11,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0014,12,skeletal_abnormality
Pluteus,B_B14,4,100ppb,B_plut_b14-0015,13,larval_arrest
Pluteus,B_B14,4,100ppb,B_plut_b14-0016,14,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0017,15,larval_arrest
Pluteus,B_B14,4,100ppb,B_plut_b14-0020,18,small_plut
Pluteus,B_B14,4,100ppb,B_plut_b14-0021,19,bell_shape
Pluteus,B_B14,4,100ppb,B_plut_b14-0022,20,bell_shape
Pluteus,B_B15,4,500ppb,B_plut_b15-0003,2,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0009,7,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0012,10,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0013,11,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0016,14,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0018,16,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0019,17,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0025,22,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0027,23,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0040,36,bell_shape
Pluteus,B_B15,4,500ppb,B_plut_b15-0040,37,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0044,42,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0049,45,bell_shape
Pluteus,B_B15,4,500ppb,B_plut_b15-0050,46,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0052,48,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0053,50,abnormal_arms
Pluteus,B_B15,4,500ppb,B_plut_b15-0055,51,skeletal_abnormality
Pluteus,B_B15,4,500ppb,B_plut_b15-0058,54,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0060,56,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0064,60,small_plut
Pluteus,B_B15,4,500ppb,B_plut_b15-0066,62,skeletal_abnormality
Pluteus,B_B15,4,500ppb,B_plut_b15-0072,67,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0024,23,abnormal_arms
Pluteus,B_B16,4,1000ppb,B_plut_b16-0031,30,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0042,41,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0044,43,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0050,49,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0056,55,abnormal_arms
Pluteus,B_B16,4,1000ppb,B_plut_b16-0066,66,small_plut
Pluteus,B_B16,4,1000ppb,B_plut_b16-0068,68,abnormal_arms
Pluteus,B_B16,4,1000ppb,B_plut_b16-0073,74,abnormal_arms
Pluteus,B_B16,4,1000ppb,B_plut_b16-0081,82,small_plut
